Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts POS Replicate 1	Raw Counts POS Replicate 2	Raw Counts POS Replicate 3	Normalized Counts POS Replicate 1	Normalized Counts POS Replicate 2	Normalized Counts POS Replicate 3	RPKM POS	Variance POS	Lowess POS	Expression POS	Raw Counts NEG Replicate 1	Raw Counts NEG Replicate 2	Normalized Counts NEG Replicate 1	Normalized Counts NEG Replicate 2	RPKM NEG	Variance NEG	Lowess NEG	Expression NEG	pValue POS vs NEG	qValue POS vs NEG
	2279405	2279620		+	-	CCNA_02126	conserved hypothetical protein	1150	0	0	2632	0	0	0	43265382	47903267	4	0	0	0	0	0	0	244	0	1.0	1.0
	2281278	2279617		-	-	CCNA_02127	oxacillin resistance-associated protein fmtC	23096	100	5801	52866	347	33748	3	41589155018	53745881030	17	8400	1900	15730	31142	1	4893567757	38543936355	14	0.5431698620440447	1.0
	2281453	2282658		+	-	CCNA_02128	acyl-CoA dehydrogenase	12260	0	4800	28063	0	27924	2	12600895607	23770393167	15	0	3200	0	52450	0	92502439723	46733983932	21	0.5640476868717688	1.0
	2282731	2283864		+	-	CCNA_02129	acyl-CoA dehydrogenase, short-chain specific	6045	0	0	13837	0	0	0	2322496936	2307083831	4	0	3101	0	50827	0	85780929860	44048782829	22	0.3206859884556663	1.0
	2285359	2283929		-	-	CCNA_02130	pyruvate kinase	1500	12437	18398	3433	43203	107033	4	210706380637	216203415735	35	0	2400	0	39337	0	46375325557	30283186750	13	0.6634188389282214	1.0
	2287844	2285379		-	celD	CCNA_02131	glucan 1,4-beta-glucosidase	3549	0	6250	8123	0	36360	0	18777868881	16283259192	6	6450	1899	12079	31126	0	8134817288	34388284196	8	0.5721192461635762	1.0
	2289161	2288142		-	-	CCNA_02132	LacI-family transcriptional regulator	3550	0	0	8125	0	0	0	647188175	762065312	2	0	1150	0	18849	0	7933338064	8489156635	9	0.7127044085042702	1.0
	2290242	2289247		-	glk	CCNA_02133	glucokinase	4450	4400	18251	10186	15284	106178	4	227996858781	145017997485	44	6900	0	12921	0	1	3205344492	3549172515	6	0.014328141579033211	0.15322109515798604
	2292065	2290257		-	edd	CCNA_02134	phosphogluconate dehydratase	9833	0	1890	22507	0	10995	1	5286666680	10525962753	6	9096	1949	17034	31945	1	4520435283	41279376215	13	0.6475699090878875	1.0
	2292770	2292072		-	pgl	CCNA_02135	6-phosphogluconolactonase	1849	0	0	4232	0	0	0	135258365	154184102	2	0	0	0	0	0	0	244	0	1.0	1.0
	2294236	2292773		-	zwf	CCNA_02136	glucose-6-phosphate 1-dehydrogenase	1729	0	0	3957	0	0	0	115115290	128073905	0	6549	0	12264	0	0	2828011333	3061101314	4	0.2068516990413932	1.0
	2297394	2294518		-	-	CCNA_02137	endoglucanase H	5499	0	2450	12587	0	14253	0	2188012544	7081758161	3	2058	0	3854	0	0	175772977	309101497	0	0.46640178793353493	1.0
	2298198	2297404		-	-	CCNA_02138	conserved hypothetical protein	4454	200	0	10195	694	0	1	1031400417	1439146395	4	0	0	0	0	0	0	244	0	1.0	1.0
	2298779	2298195		-	pflI	CCNA_02139	polar flagellum positioning protein pflI	1600	0	0	3662	0	0	0	95582544	105769101	2	0	0	0	0	0	0	244	0	1.0	1.0
	2299900	2298776		-	fliM	CCNA_02140	flagellar motor switch protein fliM	1800	0	2951	4120	0	17167	0	3060354100	4775686716	6	0	48	0	786	0	3870598	4195043	0	1.204884374202668E-47	1.0
	2300545	2299928		-	fliL	CCNA_02141	flagellar fliL protein	11400	0	0	26094	0	0	3	10645157064	6735608014	14	500	0	936	0	0	5886078	12258983	0	2.1234085614463585E-25	7.542716498702934E-24
	2300772	2301509		+	flgF	CCNA_02142	flagellar basal-body rod protein flgF	19476	0	650	44580	0	3781	4	34936730178	18600016416	21	47770	0	89460	0	13	333175724218	128357618877	60	0.6665378315510135	1.0
	2301523	2302311		+	flgG	CCNA_02143	flagellar basal-body rod protein flgG	9413	0	0	21546	0	0	2	6722556602	4858558439	9	0	0	0	0	0	0	244	0	1.0	1.0
	2302316	2303119		+	flgA	CCNA_02144	flagella basal body P ring formation protein flgA	1550	0	50	3547	0	290	0	80621218	119729248	1	0	0	0	0	0	0	244	0	1.0	1.0
	2303132	2303866		+	flgH	CCNA_02145	flagellar L-ring protein flgH	4199	0	0	9611	0	0	1	968498809	1110328734	4	10050	1945	18820	31880	3	3288725531	43838864657	34	0.009043206815459923	0.0990388735687769
	2303983	2304447		+	-	CCNA_02146	hypothetical protein	368186	73141	33697	842781	254076	196038	185	21320638648952	37471260115392	926	118674	4095	222244	67120	53	1248514506698	1532990855902	311	0.6666665350204543	1.0
	2304546	2304875		+	-	CCNA_02147	hypothetical protein	17260	68	2400	39508	236	13962	10	20836800114	22106402422	54	0	0	0	0	0	0	244	0	1.0	1.0
	2304950	2305180		+	-	CCNA_02148	hypothetical protein	11558	0	315	26456	0	1832	9	10157618014	7771534769	40	0	0	0	0	0	0	244	0	1.0	1.0
2305194			2304965	-	-	CCNA_R0154	small non-coding RNA	1025	0	0	2346	0	0	0	32827795	36466362	3	7300	0	13670	0	6	3669513080	4315241526	29	4.558332072098919E-5	7.448314605809634E-4
	2307256	2305334		-	dxs	CCNA_02149	1-deoxy-D-xylulose 5-phosphate synthase	104042	95202	46550	238153	330711	270812	23	162837616926	12015463767361	145	114945	24400	215260	399934	14	1897307920154	8972499162479	159	0.47147847410928073	1.0
	2308158	2307274		-	-	CCNA_02150	dimethylallyltransferase/geranyltranstransferase 	9883	0	1250	22622	0	7272	2	5624648952	8578144787	11	53158	0	99550	0	12	430589107780	154477274830	56	0.23285638565912842	1.0
	2308450	2308196		-	-	CCNA_02151	exodeoxyribonuclease VII small subunit	2980	0	4950	6821	0	28797	5	10616498437	11683310156	46	2025	0	3792	0	1	169062775	298984660	7	0.025770233935489505	0.25366603765415574
	2309207	2308548		-	-	CCNA_02152	phosphoglycerate mutase	7186	7950	0	16448	27616	0	4	8762453724	16048323261	22	6951	0	13017	0	2	3262797943	3684824928	9	0.6518855862918783	1.0
	2310124	2309204		-	-	CCNA_02153	acetylspermidine deacetylase	23148	7150	7850	52986	24837	45668	7	9881192090	120707350591	44	7051	50	13204	819	1	2895439099	4726632893	7	0.059133807795133074	0.5032533434231637
	2310141	2310677		+	-	CCNA_02154	GCN5-related N-acetyltransferase	5001	3250	5371	11447	11289	31246	4	5540814809	22306360715	33	5100	126	9550	2065	1	864618145	2721914580	10	0.6855830771604088	1.0
	2310846	2312024		+	-	CCNA_02155	conserved hypothetical protein	16247	6935	50	37189	24090	290	3	17896678987	28084377611	17	4999	350	9361	5736	0	151741115	5795885264	6	0.6877371101801386	1.0
	2313451	2312039		-	-	CCNA_02156	conserved hypothetical protein	13249	32747	13000	30327	113756	75629	7	123018995116	455448736386	51	16350	0	30619	0	2	25418060695	21002958546	10	0.501516921545375	1.0
	2313810	2313463		-	-	CCNA_02157	HipB-family transcriptional regulator	20926	550	2400	47899	1910	13962	12	32049630923	30064260060	61	13300	3549	24907	58170	9	31007832087	112762884089	119	0.617730587572802	1.0
	2313968	2314924		+	-	CCNA_02158	GT2 family glycosyltransferase	20230	0	6784	46306	0	39467	5	35881450492	52400699065	29	8651	60	16200	983	1	4746283821	7094454680	8	0.7061981076146545	1.0
2314449			2314537	+	-	CCNA_R0155	small non-coding RNA	351	0	2200	803	0	12798	5	1790646215	2241366098	50	0	0	0	0	0	0	244	0	1.0	1.0
	2314921	2315475		+	-	CCNA_02159	hypothetical protein	144	0	1700	329	0	9890	0	997447955	1273241747	6	7500	1000	14045	16390	3	53346623	20800520908	27	0.8053259839354635	1.0
	2316095	2315586		-	-	CCNA_02160	hypothetical protein	20273	32007	42995	46405	111185	250130	33	1100938169132	1875714418857	266	0	0	0	0	0	0	244	0	1.0	1.0
	2316227	2316895		+	-	CCNA_02161	TetR-family transcriptional regulator	11201	0	94	25639	0	546	3	9950395183	6777507692	13	0	0	0	0	0	0	244	0	1.0	1.0
	2317218	2318078		+	-	CCNA_02163	hypothetical protein	14750	0	0	33762	0	0	3	19755230059	10669750436	13	7150	3449	13390	56531	2	57876266009	80120356435	40	0.689720972164999	1.0
	2319203	2318142		-	-	CCNA_02164	glutamate dehydrogenase/leucine dehydrogenase	34983	12689	28413	80076	44078	165297	13	320614049592	791305661246	90	34749	4500	65075	73758	7	1234728676	292865198285	65	0.552919230385052	1.0
	2320324	2319266		-	-	CCNA_02165	lysophospholipase	79447	25399	55549	181855	88230	323165	27	1495927486462	5158214144916	186	33899	11951	63483	195885	8	853711072417	1245173498058	122	0.5726098797802485	1.0
	2320905	2320321		-	-	CCNA_02166	uracil DNA glycosylase superfamily protein	5600	7600	3000	12818	26400	17453	5	1636299362	24279489402	32	15399	50	28838	819	5	20542359288	19940232258	25	0.5550573341569205	1.0
	2321581	2320949		-	-	CCNA_02167	glutathione S-transferase	5900	0	2604	13505	0	15149	2	2554750341	7953329774	15	7240	2900	13558	47533	3	32624714709	61793623141	48	0.6947482301261172	1.0
	2321942	2321655		-	-	CCNA_03897	conserved hypothetical protein	7649	0	150	17508	0	872	4	3854391368	3885088966	21	6901	0	12923	0	4	3206535369	3567262634	22	0.48474897228241015	1.0
	2322045	2322497		+	-	CCNA_02169	thioesterase superfamily protein	7260	0	5409	16618	0	31467	5	11828496847	18427454599	35	4799	0	8987	0	2	1341032773	1545203372	9	0.7530126231150798	1.0
	2323237	2322614		-	-	CCNA_02170	glutathione S-transferase	5552	0	0	12708	0	0	1	1893388735	1935767462	6	6399	5100	11983	83592	3	195292815597	143673445063	76	4.38682326448061E-5	7.225876223952942E-4
	2324580	2323300		-	-	CCNA_02171	nucleoside permease nupC	2113	0	912	4836	0	5305	0	210334113	1239264646	2	9000	0	16854	0	1	6065284547	6876307329	6	0.67596682111285	1.0
	2324890	2326095		+	-	CCNA_02172	ABC-type transporter, permease component	332879	45769	60647	761963	158991	352824	66	14857057935007	36197908450517	352	183055	16385	342812	268562	33	213027418414	8837021986886	253	0.5592299611628414	1.0
	2326092	2326841		+	-	CCNA_02173	ABC transporter ATP-binding protein	15949	5351	3849	36507	18588	22392	6	3467708059	43782395842	34	0	100	0	1639	0	22581546	50905389	1	1.4228282741932494E-62	6.5306219102016E-61
	2326862	2327866		+	-	CCNA_02174	multidrug resistance efflux pump	19596	8800	799	44855	30569	4648	5	21988707572	46422460033	26	17298	3600	32394	59006	4	18153068257	133132079566	45	0.5966994260167149	1.0
	2328401	2327877		-	-	CCNA_02175	hypothetical protein	400	0	0	915	0	0	0	3426613	5077476	0	1046	0	1958	0	0	34603055	76724002	1	0.8219556632145361	1.0
	2328416	2328604		+	-	CCNA_02176	hypothetical protein	619	0	32	1416	0	186	0	8450200	16038047	2	0	0	0	0	0	0	244	0	1.0	1.0
	2328683	2328937		+	-	CCNA_02177	hypothetical protein	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	2329001	2329906		+	-	CCNA_02178	short-chain alcohol dehydrogenase	43951	0	0	100604	0	0	8	271475780838	73045892835	37	21350	0	39982	0	4	48221291830	30970887199	22	0.6018663051833267	1.0
	2330137	2331435		+	-	CCNA_02179	long-chain fatty acid transport protein precursor	8307	0	0	19014	0	0	1	4980017504	4076476910	4	390	50	730	819	0	20766	40652775	0	4.656039329820698E-4	1.0
	2332653	2331553		-	-	CCNA_02180	iron-sulfur cluster assembly/repair protein ApbC	36616	35947	14000	83814	124872	81447	14	33919913050	795024601445	87	29197	0	54678	0	5	102214920403	50433611266	24	0.9361634709490694	1.0
	2333406	2332741		-	-	CCNA_02181	phosphatase/phosphohexomutase family protein	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	2334281	2333403		-	-	CCNA_02182	phosphoserine phosphatase	3750	15100	1100	8583	52454	6399	4	39375723347	33504748380	25	0	0	0	0	0	0	244	0	1.0	1.0
	2334262	2335152		+	miaA	CCNA_02183	tRNA delta(2)-isopentenylpyrophosphate transferase	2250	0	0	5150	0	0	0	216666557	267408729	1	8050	0	15075	0	1	4640679518	5782894241	8	0.8850029795410278	1.0
	2335149	2335619		+	-	CCNA_02184	competence damage-inducible protein cinA	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	2335874	2335921		+	-	CCNA_03962	hypothetical protein	6843	0	0	15663	0	0	25	3127190725	2909313753	108	0	0	0	0	0	0	244	0	1.0	1.0
	2336026	2337831		+	-	CCNA_02185	acetolactate synthase large subunit	21134	8000	4599	48375	27790	26755	3	6409073809	76885281042	18	21249	50	39793	819	2	45354873414	31636707172	11	0.6019525671832331	1.0
	2337874	2338431		+	-	CCNA_02186	acetolactate synthase small subunit	8898	6000	0	20367	20842	0	4	6041867121	14520558632	24	36648	2000	68631	32781	14	37114019296	159713944344	90	0.8402532021087937	1.0
2338402			2338684	+	-	CCNA_R0049_5	tmRNA ssrA acceptor RNA 5' fragment	1749346	44786	20793	4004271	155577	120966	1163	1725496671103749	672424334307772	5042	250691	31864	469476	522275	202	93986543625	25778115311508	1752	0.6877742746391148	1.0
2338615			2338828	+	-	CCNA_R0049_3	tmRNA ssrA acceptor RNA 3' fragment	1031252	251592	34242	2360546	873977	199208	1116	319750380109078	356316709996760	5348	1199008	185729	2245417	3044238	1312	63773865481109	1391708260901330	12359	0.6858857895414888	1.0
	2339090	2339578		+	sspB	CCNA_02187	adapter for ClpXP proteolysis of tmRNA-tagged proteins SspB	74088	7128	17503	169588	24761	101826	36	461618483537	827771928280	201	30199	4000	56554	65563	14	1348925051	223772105054	124	0.578470446804087	1.0
	2339575	2340048		+	-	CCNA_02188	PaaI-family thioesterase	28716	17903	10950	65731	62191	63703	22	62923630	341942983679	134	12000	5149	22472	84396	7	137792509586	174881789800	112	0.5252546819706249	1.0
	2340056	2340829		+	-	CCNA_02189	peptidase, C13 family	32148	0	2300	73587	0	13380	8	105641964048	53753012452	37	14248	1950	26682	31961	4	374014132	57326325969	37	0.5007241382236268	1.0
2340394			2340117	-	-	CCNA_R0156	small non-coding RNA	2500	0	0	5722	0	0	1	278977595	347417147	6	0	0	0	0	0	0	244	0	1.0	1.0
	2340908	2343046		+	-	CCNA_02190	penicillin-binding protein	20208	4867	50	46256	16906	290	2	30237132635	29778959391	9	14250	2699	26686	44238	1	6685715158	82480550186	16	0.5936386478263047	1.0
	2343127	2343513		+	-	CCNA_02191	hypothetical protein	29293	55580	133802	67051	193073	778416	102	24567757330289	22030278252328	894	65	2524	121	41370	1	51970419699	32558756829	53	2.291845268552851E-15	6.784194146404634E-14
	2343921	2343481		-	rusA	CCNA_02192	endodeoxyribonuclease RusA	5062	6530	4859	11586	22683	28268	6	2688760674	28940612945	47	14699	35328	27527	579052	23	26213227284524	8670022729796	687	7.06651805357976E-13	1.8991267268995605E-11
	2344412	2343879		-	-	CCNA_02193	conserved hypothetical protein	14399	6212	3505	32959	21579	20390	8	1656195990	41144695876	46	11783	16546	22066	271201	10	3892309723586	1571729164682	274	0.019870949500905555	0.20395183093266128
	2344537	2345928		+	-	CCNA_02194	fumarate hydratase	34670	9950	22150	79359	34564	128861	8	164723508177	558790915761	58	110500	39492	206936	647303	21	15272827442965	17819151921756	306	0.08092355431401473	0.6572022253931414
	2345936	2346370		+	-	CCNA_02195	acetyltransferase	4399	0	0	10069	0	0	1	1082983169	1221201280	7	0	2007	0	32896	0	30193080739	23500406684	37	0.26705872339750625	1.0
	2346784	2346386		-	-	CCNA_02196	conserved hypothetical membrane protein	222704	106837	174571	509771	371129	1015597	229	18756636004180	86045453857658	1584	259307	24697	485611	404802	144	261016140193	19755347705267	1115	0.5647429254215005	1.0
	2347463	2346873		-	-	CCNA_02197	hypothetical protein	19629	14988	6140	44930	52065	35720	12	2468561940	148405487808	74	31650	50	59271	819	10	119972720408	59990231870	50	0.5689357159600288	1.0
	2348474	2347464		-	-	CCNA_02198	trans-isoprenyl diphosphate synthase	140286	73539	107054	321116	255459	622805	57	5022312542874	31499698156056	395	56150	4765	105153	78101	12	18881761785	592330175559	90	0.39430607641114535	1.0
	2348573	2349316		+	-	CCNA_02199	methyltransferase	1000	0	0	2289	0	0	0	30945991	34696614	1	0	0	0	0	0	0	244	0	1.0	1.0
	2349722	2349330		-	-	CCNA_02200	cytochrome c-family protein	6402	2650	0	14654	9205	0	4	1936922549	5750450275	20	18193	3100	34070	50811	10	5968144895	117157981871	107	0.08641787556644892	0.6935501408427187
	2350345	2349785		-	-	CCNA_02201	nucleoside 2-deoxyribosyltransferase	8300	7349	4750	18998	25528	27633	6	586528896	38286801583	42	7009	0	13125	0	2	3328145903	3790348337	11	0.7064352201540283	1.0
	2350414	2351211		+	-	CCNA_02202	SCP domain protein	390321	117662	46534	893448	408733	270719	126	17182578300803	59240683538821	657	257875	15576	482930	255302	69	3134047997894	13579070402222	462	0.5645205044805404	1.0
	2351792	2351214		-	-	CCNA_02203	YceI-like domain protein	3400	0	0	7782	0	0	1	583543771	686839899	4	12085	400	22631	6556	4	5414101121	19418688604	25	0.1306629804263404	1.0
	2352950	2351931		-	-	CCNA_02204	ketol-acid reductoisomerase/2-dehydropantoate 2-reductase	561907	855002	424900	1286211	2970097	2471929	327	177363506049891	2029859426078049	2198	6904007	1390331	12929336	22788575	1649	26545331436478900	76394704016716048	17508	0.8462617354408887	1.0
	2354187	2353231		-	-	CCNA_02205	conserved hypothetical protein	1965376	1314139	1118091	4498766	4565043	6504689	833	343626475502582	14754730701025252	5422	1604036	141585	3003925	2320685	370	43826812604292	1403984613063612	2781	0.6431673063468543	1.0
	2354280	2354843		+	-	CCNA_02206	conserved hypothetical protein	2050	1993	0	4692	6923	0	1	327896605	1622393107	6	0	0	0	0	0	0	244	0	1.0	1.0
	2354920	2355870		+	-	CCNA_02207	conserved hypothetical protein	38452	13947	35722	88017	48448	207818	16	639102165771	1184859725129	120	36909	150	69120	2458	7	164464443346	84009944242	37	0.7124212658311765	1.0
	2355989	2356828		+	-	CCNA_02208	thymidylate synthase	25530	13250	5100	58438	46027	29670	9	9597750221	153055091229	53	37357	0	69959	0	9	184666717062	80206860552	41	0.542506339891038	1.0
	2357847	2356825		-	-	CCNA_02209	quinone oxidoreductase	4680	0	5004	10712	0	29111	1	10074865734	13825096453	12	0	0	0	0	0	0	244	0	1.0	1.0
	2357949	2358464		+	-	CCNA_02210	dihydrofolate reductase	0	5889	0	0	20457	0	2	5935744007	4517035246	13	0	0	0	0	0	0	244	0	1.0	1.0
	2358556	2359698		+	-	CCNA_02211	zinc ribbon domain protein	3649	0	0	8352	0	0	0	691435478	813929909	2	7345	0	13755	0	1	3724512492	4386948851	6	0.67332177433381	1.0
	2359781	2360692		+	-	CCNA_02212	gluconolactonase	20412	0	0	46723	0	0	4	43085210860	17596366230	17	0	2500	0	40976	0	51148741430	32020699184	22	0.5517690699437998	1.0
	2361848	2360757		-	-	CCNA_02213	old yellow enzyme (OYE)-family NADH:flavin oxidoreductase	21974	0	6795	50298	0	39531	4	41226209814	57228377836	27	19907	1550	37280	25405	3	2617487960	64837165167	28	0.5075164832041682	1.0
	2361994	2362434		+	-	CCNA_02214	hypothetical protein	2275	7201	0	5207	25014	0	3	7748596126	8745965264	22	0	0	0	0	0	0	244	0	1.0	1.0
	2363662	2362451		-	-	CCNA_02215	acyl-CoA dehydrogenase	271199	62345	7412	620777	216573	43120	51	13568877718684	13704776325187	242	267013	23714	500043	388690	48	563441223001	19660837540951	366	0.5966616745336015	1.0
	2363959	2363669		-	-	CCNA_02216	ABM family monooxygenase	200299	17987	38076	458486	62483	221513	159	5232281035424	8643106795574	850	134138	4653	251204	76266	96	1666042140764	1968692893543	562	0.5698662254982497	1.0
	2364383	2364081		-	-	CCNA_02217	hypothetical protein	3141535	102747	71404	7191006	356921	415405	1985	6702654415121139	2945828615205676	8760	139791	3896	261790	63858	96	2240796597720	1944232753549	537	6.412813498170171E-15	1.884629002879507E-13
	2365177	2364482		-	-	CCNA_02218	DnaJ-like protein djlA	737743	14300	6877	1688701	49675	40008	197	221586491511291	76139546717597	851	203536	9441	381167	154745	62	3094344753344	6433878865844	384	0.6429369820994124	1.0
	2365451	2366239		+	-	CCNA_02219	hypothetical protein	134258	24049	13651	307317	83541	79417	39	1891026703129	2848025955762	198	335698	26750	628671	438452	93	2036917086972	30715545940786	676	0.7171003709693818	1.0
	2367700	2366252		-	-	CCNA_02220	beta-glucosidase	26646	21495	18849	60992	74669	109657	8	36235986712	570393959097	56	14250	1000	26686	16390	2	1858525338	34249649185	14	0.9955115230080482	1.0
	2370622	2367923		-	-	CCNA_02221	methionine synthase I metH	5650	0	0	12932	0	0	0	1974477416	2013254643	1	0	2300	0	37698	0	41872409196	28526787033	6	0.7737901041342701	1.0
	2370800	2370612		-	-	CCNA_03963	hypothetical protein	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	2371876	2370800		-	-	CCNA_02222	5-methyltetrahydrofolate--homocysteine methyltransferase homocysteine-binding subunit	3500	0	0	8011	0	0	0	625608502	738212967	2	0	0	0	0	0	0	244	0	1.0	1.0
	2372742	2371873		-	-	CCNA_02223	beta-lactamase, type II	8951	0	0	20488	0	0	1	5957354583	4526314125	7	0	1151	0	18865	0	7949509808	8505847907	10	0.5669113712724944	1.0
	2373683	2372739		-	-	CCNA_02224	methylenetetrahydrofolate reductase	3399	0	0	7780	0	0	0	583183890	682471612	2	7599	0	14230	0	1	4040692163	4946650021	7	0.684790195206074	1.0
	2374657	2373680		-	-	CCNA_02225	ArsR family/SAM-dependent transcriptional regulator	6149	0	550	14075	0	3199	1	1919023808	3555825522	5	16751	2300	31370	37698	3	577834588	78173953331	35	0.06860257959102119	0.5730910789965676
